FID,OID,lat,lon
1148,0,40.125,108.375
1149,0,40.125,108.625
1150,0,40.125,108.875
1151,0,40.125,109.125
1152,0,40.125,109.375
1153,0,40.125,109.625
1154,0,40.125,109.875
1155,0,40.125,110.125
1156,0,40.125,110.375
1157,0,40.125,110.625
1158,0,40.125,110.875
1159,0,40.125,111.125
1160,0,40.125,111.375
1161,0,40.125,111.625
1162,0,40.125,111.875
1163,0,40.125,112.125
1164,0,40.125,112.375
1165,0,40.125,112.625
1166,0,40.375,106.625
1167,0,40.375,106.875
1168,0,40.375,107.125
1169,0,40.375,107.375
1170,0,40.375,107.625
1171,0,40.375,107.875
1172,0,40.375,108.125
1173,0,40.375,108.375
1174,0,40.375,108.625
1175,0,40.375,108.875
1176,0,40.375,109.125
1177,0,40.375,109.375
1178,0,40.375,109.625
1179,0,40.375,109.875
1180,0,40.375,110.125
1181,0,40.375,110.375
1182,0,40.375,110.625
1183,0,40.375,110.875
1184,0,40.375,111.125
1185,0,40.375,111.375
1186,0,40.375,111.625
1187,0,40.375,111.875
1188,0,40.375,112.125
1189,0,40.625,106.625
1190,0,40.625,106.875
1191,0,40.625,107.125
1192,0,40.625,107.375
1193,0,40.625,107.625
1194,0,40.625,107.875
1195,0,40.625,108.125
1196,0,40.625,108.375
1197,0,40.625,108.625
1198,0,40.625,108.875
1199,0,40.625,109.125
1200,0,40.625,109.375
1201,0,40.625,109.625
1202,0,40.625,109.875
1203,0,40.625,110.125
1204,0,40.625,110.375
1205,0,40.625,110.625
1206,0,40.625,110.875
1207,0,40.625,111.125
1208,0,40.625,111.375
1209,0,40.625,111.625
1210,0,40.625,111.875
1211,0,40.625,112.125
1212,0,40.625,112.375
1213,0,40.875,106.625
1214,0,40.875,106.875
1215,0,40.875,107.125
1216,0,40.875,107.375
1217,0,40.875,107.625
1218,0,40.875,107.875
1219,0,40.875,108.125
1220,0,40.875,108.375
1221,0,40.875,108.625
1222,0,40.875,108.875
1223,0,40.875,109.125
1224,0,40.875,109.375
1225,0,40.875,109.625
1226,0,40.875,109.875
1227,0,40.875,110.125
1228,0,40.875,110.375
1229,0,40.875,110.625
1230,0,40.875,110.875
1231,0,40.875,111.125
1232,0,40.875,111.375
1233,0,40.875,111.625
1234,0,40.875,111.875
1235,0,40.875,112.125
1236,0,40.875,112.375
1237,0,40.875,112.625
1238,0,41.125,106.625
1239,0,41.125,106.875
1240,0,41.125,107.125
1241,0,41.125,107.375
1242,0,41.125,107.625
1243,0,41.125,107.875
1244,0,41.125,108.125
1245,0,41.125,108.375
1246,0,41.125,108.625
1247,0,41.125,108.875
1248,0,41.125,109.125
1249,0,41.125,109.375
1250,0,41.125,109.625
1251,0,41.125,109.875
1252,0,41.125,110.125
1253,0,41.125,110.375
1254,0,41.125,111.125
1255,0,41.125,111.375
1256,0,41.125,111.625
1257,0,41.125,111.875
1258,0,41.125,112.125
1259,0,41.125,112.375
1260,0,41.375,106.875
1261,0,41.375,107.125
1262,0,41.375,107.375
1263,0,41.375,107.625
1264,0,41.375,107.875
1265,0,41.375,108.125
1266,0,41.375,108.375
1267,0,41.375,108.625
1268,0,41.375,108.875
1269,0,41.375,109.125
1270,0,41.375,109.375
1271,0,41.375,109.625
1272,0,41.375,109.875
1273,0,41.375,112.125
1274,0,41.625,107.625
1275,0,41.625,107.875
1276,0,41.625,108.125
1277,0,41.625,108.375
1278,0,41.625,108.625
1279,0,41.625,108.875
1280,0,41.625,109.125
1281,0,41.625,109.375
1282,0,41.625,109.625
